1.720600000000000000e+04,1.154000000000000000e+03
2.022800000000000000e+04,1.824000000000000000e+03
2.351400000000000000e+04,1.292000000000000000e+03
2.817000000000000000e+04,1.586000000000000000e+03
3.645000000000000000e+04,1.380000000000000000e+03
4.233400000000000000e+04,2.398000000000000000e+03
5.719800000000000000e+04,2.094000000000000000e+03
7.446400000000000000e+04,9.346000000000000000e+03
1.133340000000000000e+05,3.972000000000000000e+03
1.428980000000000000e+05,1.510800000000000000e+04
1.892700000000000000e+05,1.098600000000000000e+04
2.276080000000000000e+05,6.164000000000000000e+03
2.742760000000000000e+05,1.141400000000000000e+04
3.274280000000000000e+05,2.957800000000000000e+04
4.399820000000000000e+05,3.542800000000000000e+04
5.289540000000000000e+05,3.730200000000000000e+04
6.612100000000000000e+05,4.859600000000000000e+04
7.954260000000000000e+05,9.476600000000000000e+04
9.927320000000000000e+05,1.425580000000000000e+05
1.322172000000000000e+06,9.036000000000000000e+04
1.747536000000000000e+06,6.822000000000000000e+04
2.196772000000000000e+06,5.472800000000000000e+04
2.574604000000000000e+06,2.877800000000000000e+04
2.987090000000000000e+06,3.529200000000000000e+04
3.472130000000000000e+06,1.916200000000000000e+04
3.736480000000000000e+06,7.187200000000000000e+04
4.064746000000000000e+06,1.234160000000000000e+05
4.649658000000000000e+06,3.540200000000000000e+04
4.953072000000000000e+06,3.070700000000000000e+05
5.767400000000000000e+06,1.593900000000000000e+05
6.558396000000000000e+06,1.574760000000000000e+05
6.813304000000000000e+06,6.532520000000000000e+05
7.645030000000000000e+06,7.969000000000000000e+05
9.200680000000000000e+06,4.434500000000000000e+05
1.014543400000000000e+07,3.943280000000000000e+05
1.034859000000000000e+07,1.317050000000000000e+06
1.138644600000000000e+07,1.598766000000000000e+06
1.306669000000000000e+07,1.598380000000000000e+06
