2.256000000000000000e+03,0.000000000000000000e+00
1.592000000000000000e+03,8.580000000000000000e+02
2.550000000000000000e+03,0.000000000000000000e+00
2.652000000000000000e+03,0.000000000000000000e+00
2.756000000000000000e+03,0.000000000000000000e+00
2.862000000000000000e+03,0.000000000000000000e+00
3.782000000000000000e+03,0.000000000000000000e+00
4.556000000000000000e+03,0.000000000000000000e+00
4.556000000000000000e+03,0.000000000000000000e+00
5.256000000000000000e+03,0.000000000000000000e+00
5.700000000000000000e+03,0.000000000000000000e+00
7.140000000000000000e+03,0.000000000000000000e+00
8.010000000000000000e+03,0.000000000000000000e+00
8.742000000000000000e+03,0.000000000000000000e+00
9.506000000000000000e+03,0.000000000000000000e+00
1.113000000000000000e+04,0.000000000000000000e+00
1.288200000000000000e+04,0.000000000000000000e+00
1.404200000000000000e+04,0.000000000000000000e+00
1.550000000000000000e+04,0.000000000000000000e+00
1.730400000000000000e+04,1.056000000000000000e+03
2.061200000000000000e+04,1.440000000000000000e+03
2.266800000000000000e+04,2.138000000000000000e+03
2.909200000000000000e+04,6.640000000000000000e+02
3.743400000000000000e+04,3.960000000000000000e+02
4.076400000000000000e+04,3.968000000000000000e+03
5.832400000000000000e+04,9.680000000000000000e+02
8.323200000000000000e+04,5.780000000000000000e+02
1.139980000000000000e+05,3.308000000000000000e+03
1.541320000000000000e+05,3.874000000000000000e+03
1.967040000000000000e+05,3.552000000000000000e+03
2.290300000000000000e+05,4.742000000000000000e+03
2.783820000000000000e+05,7.308000000000000000e+03
3.329280000000000000e+05,2.407800000000000000e+04
4.525760000000000000e+05,2.283400000000000000e+04
5.529140000000000000e+05,1.334200000000000000e+04
7.031860000000000000e+05,6.620000000000000000e+03
8.882720000000000000e+05,1.920000000000000000e+03
1.131048000000000000e+06,4.242000000000000000e+03
1.352492000000000000e+06,6.004000000000000000e+04
1.765794000000000000e+06,4.996200000000000000e+04
2.242558000000000000e+06,8.942000000000000000e+03
2.596968000000000000e+06,6.414000000000000000e+03
3.015488000000000000e+06,6.894000000000000000e+03
3.439516000000000000e+06,5.177600000000000000e+04
3.773438000000000000e+06,3.491400000000000000e+04
4.180014000000000000e+06,8.148000000000000000e+03
4.676442000000000000e+06,8.618000000000000000e+03
5.241904000000000000e+06,1.823800000000000000e+04
5.912248000000000000e+06,1.454200000000000000e+04
6.700424000000000000e+06,1.544800000000000000e+04
7.423134000000000000e+06,4.342200000000000000e+04
8.424592000000000000e+06,1.733800000000000000e+04
9.576288000000000000e+06,6.784200000000000000e+04
1.046864800000000000e+07,7.111400000000000000e+04
1.158405600000000000e+07,8.158400000000000000e+04
1.280725200000000000e+07,1.779600000000000000e+05
1.464997800000000000e+07,1.509200000000000000e+04
1.642609200000000000e+07,2.897400000000000000e+05
1.913022200000000000e+07,2.958340000000000000e+05
2.245425000000000000e+07,1.510200000000000000e+05
2.641507400000000000e+07,1.331820000000000000e+05
3.097532000000000000e+07,1.108800000000000000e+05
3.621100800000000000e+07,1.800480000000000000e+05
4.272625400000000000e+07,1.042260000000000000e+05
4.962670200000000000e+07,5.067780000000000000e+05
5.891490400000000000e+07,4.598260000000000000e+05
6.909858800000000000e+07,3.486340000000000000e+05
8.002245200000000000e+07,3.039540000000000000e+05
9.259328200000000000e+07,4.038100000000000000e+05
1.069271220000000000e+08,4.335600000000000000e+05
1.231553920000000000e+08,2.433800000000000000e+05
1.403422260000000000e+08,5.902860000000000000e+05
1.597860400000000000e+08,9.583220000000000000e+05
1.819159160000000000e+08,9.420900000000000000e+05
2.068298860000000000e+08,9.479240000000000000e+05
2.416641640000000000e+08,1.493078000000000000e+06
2.742841500000000000e+08,7.946600000000000000e+05
2.985822240000000000e+08,8.981060000000000000e+05
3.059897640000000000e+08,1.188438000000000000e+06
2.898018940000000000e+08,9.176560000000000000e+05
