# Undirected graph (each unordered pair of nodes is saved once): input/1963_edges.txt
# Nodes: 695 Edges: 11094
# NodeId	NodeId
6311	10444
6311	11684
6311	13152
6311	18862
6311	32639
19846	20392
19846	20814
19846	23356
19846	23461
19846	23522
19846	24537
19846	25669
19846	29141
19846	30681
19846	36864
19846	44535
15058	28913
6021	6148
6021	6990
6021	7313
6021	7373
6021	8618
6021	8970
6021	9283
6021	10235
6021	10614
6021	11645
6021	12290
6021	12304
6021	12370
6021	12674
6021	13329
6021	13716
6021	13893
6021	14323
6021	14376
6021	16555
6021	16596
6021	17124
6021	17593
6021	17893
6021	18113
6021	18279
6021	18812
6021	24256
6021	24564
6021	27106
6021	28211
6021	30681
6021	32719
6021	34068
6021	36864
20655	20668
20655	20753
20655	21514
20655	21963
20655	22603
20655	22753
20655	24256
20655	24599
20655	24765
20655	27090
20655	27527
20655	27748
20655	28123
20655	28211
20655	28239
20655	28636
20655	29141
20655	29494
20655	32415
20655	32719
20655	35568
20655	35767
20655	35914
20655	36029
20655	37352
20655	42898
20655	43059
24529	33192
24529	34972
24529	36706
24529	37352
24529	42898
34972	35568
34972	36706
34972	37352
3739	3761
3739	3843
3739	4062
3739	4376
3739	4618
3739	4865
3739	4967
3739	5261
3739	5537
3739	5698
3739	6206
3739	6289
3739	6515
3739	6524
3739	6620
3739	6987
3739	7363
3739	8317
3739	8654
3739	9218
3739	9448
3739	9939
3739	10291
3739	10611
3739	10853
3739	11613
3739	11976
3739	12100
3739	12126
3739	12687
3739	13280
3739	14001
3739	14544
3739	15297
3739	16040
3739	16297
3739	16598
3739	17316
3739	17435
3739	17726
3739	18155
3739	19825
3739	21590
3739	21920
3739	22316
3739	24476
3739	24782
2071	2767
2071	2863
2071	2873
2071	2965
2071	3262
2071	4158
2071	4741
2071	4880
2071	5041
2071	5249
2071	5567
2071	5905
2071	6021
2071	7207
2071	7839
2071	8605
2071	8897
2071	10244
2071	10455
2071	11366
2071	11645
2071	11840
2071	12370
2071	12421
2071	17637
2071	17995
2071	18338
2071	19309
2071	19549
2071	20004
2071	24982
2071	26230
2071	30678
2071	30681
12290	12304
12290	15159
12290	16209
12290	18279
12290	18410
12290	27090
12290	27748
12290	28211
12290	30652
12290	33316
12290	34972
17865	20697
17865	21476
17865	25322
17865	26670
17865	26895
17865	27087
17865	29516
6284	6793
6284	9391
6284	10060
6284	11562
6284	13719
6284	14437
6284	14994
6284	16355
1607	4062
1607	5988
1607	8317
1607	12689
1607	14531
1607	15462
1607	19825
1607	21950
13280	14001
13280	15209
13280	15297
13280	15462
13280	16040
13280	16166
13280	16598
13280	17435
13280	21617
13280	21920
13280	24476
13280	24782
13280	25852
13280	40860
6919	7363
6919	8317
6919	9218
6919	9939
6919	10611
6919	11052
6919	12100
6919	13280
6919	14001
6919	15297
6919	16040
6919	16598
6919	17435
6919	18693
6919	21617
6919	24782
19798	23461
19798	24101
19798	24982
19798	26230
19798	31542
19798	34527
8355	10444
8355	10989
8355	12810
8355	13935
8355	14494
8355	14852
8355	17133
8355	19326
8355	19724
8355	25616
8355	34032
8355	44535
1083	1115
1083	1162
1083	1632
1083	1820
1083	1881
1083	1959
1083	2284
1083	2286
1083	2310
1083	2946
1083	3283
1083	3739
1083	3817
1083	4062
1083	4376
1083	4618
1083	4865
1083	4967
1083	5261
1083	5537
1083	5698
1083	6124
1083	6206
1083	6515
1083	6919
1083	6987
1083	7363
1083	9218
1083	9939
1083	10611
1083	11976
1083	12100
1083	13280
1083	14544
1083	15297
1083	15702
1083	16040
1083	16297
1083	16598
1083	17435
1083	17726
1083	21590
1083	24476
1083	32121
1083	40860
19612	19846
20697	26670
20697	26895
20697	27087
20697	27944
20697	28733
10143	10853
10143	11668
10143	13236
10143	13939
10143	14376
10143	14437
10143	17303
10143	17893
10143	18280
10143	19449
10143	23356
10143	24765
10143	29141
10143	36164
4283	4376
4283	4730
4283	6416
4283	6987
4283	8260
4283	8654
4283	8775
4283	10515
4283	10946
4283	11372
4283	14271
4283	15184
4283	17303
4283	17316
4283	25349
4283	32719
4283	36896
2303	3988
2303	4161
2303	6416
2303	8260
2303	8775
2303	9645
2303	10515
2303	11372
2303	13082
2303	13825
2303	14148
2303	17303
2303	17491
2303	20798
3587	3769
3587	4447
3587	4683
3587	5212
3587	5837
3587	8862
3587	12564
3587	12726
3587	12887
3587	13268
3587	14641
3587	15025
3587	16607
3587	17234
3587	20562
3587	21476
3587	25322
3587	26670
3587	26895
3587	27087
3587	27785
3587	29516
2887	3026
2887	3262
2887	3878
2887	4090
2887	4158
2887	5041
2887	8605
2887	8897
2887	10044
2887	10244
2887	17637
2887	18812
2887	19612
2887	19798
2887	23356
1094	2509
1094	2863
1094	3262
1094	3340
1094	3376
1094	3878
1094	4049
1094	4158
1094	4880
1094	5148
1094	5159
1094	5875
1094	5905
1094	6293
1094	6297
1094	6990
1094	7207
1094	7479
1094	8030
1094	8567
1094	8665
1094	9098
1094	10110
1094	10724
1094	11645
1094	11840
1094	12370
1094	12421
1094	12940
1094	13444
1094	13893
1094	14323
1094	15159
1094	17909
1094	18338
1094	18485
1094	18812
1094	19449
1094	19549
1094	20004
1094	23522
1094	24101
1094	26230
1094	31542
1094	34972
1094	36164
1094	38121
10614	11765
10614	12205
10614	12290
10614	12304
10614	12674
10614	16555
10614	16596
10614	20581
10614	21538
10614	24564
10614	25669
10614	27090
10614	27106
10614	30605
10614	38938
14376	14732
14376	15915
14376	15970
14376	16355
14376	16570
14376	16603
14376	16786
14376	17124
14376	17593
14376	17893
14376	18279
14376	18787
14376	19449
14376	20539
14376	20557
14376	20655
14376	20668
14376	20753
14376	21963
14376	22603
14376	22753
14376	24599
14376	24765
14376	27090
14376	27527
14376	28239
14376	28636
14376	29141
14376	32415
14376	33192
14376	35568
14376	35767
14376	36029
14376	43059
3221	3243
3221	3767
3221	4447
3221	4683
3221	5755
3221	6109
3221	7913
3221	8351
3221	8759
3221	8869
3221	9023
3221	11052
3221	11291
3221	11684
3221	15559
3221	15860
3221	16321
3221	20697
3221	26670
3221	26895
3221	41581
16607	23375
16607	25322
16607	28517
16607	29516
16607	34877
16607	44252
