# Undirected graph (each unordered pair of nodes is saved once): input/1968_edges.txt
# Nodes: 1202 Edges: 23494
# NodeId	NodeId
6311	10444
6311	10757
6311	11684
6311	13152
6311	17487
6311	18659
6311	18862
6311	19085
6311	20611
6311	24791
6311	28122
6311	32639
28122	33254
19846	20814
19846	21536
19846	23356
19846	23461
19846	23522
19846	24537
19846	24634
19846	25669
19846	29141
19846	30681
19846	30767
15058	18659
15058	19850
15058	23888
15058	26421
15058	28913
15058	29608
2303	3988
2303	4161
2303	4355
2303	6416
2303	7302
2303	8260
2303	8775
2303	9645
2303	10515
2303	11372
2303	13082
2303	13825
2303	14148
2303	17303
2303	17491
2303	20798
23888	26340
23888	33254
23888	39389
6021	6148
6021	6909
6021	6990
6021	7313
6021	7373
6021	7915
6021	8618
6021	8693
6021	8970
6021	9283
6021	9388
6021	10235
6021	10614
6021	11166
6021	11645
6021	12290
6021	12304
6021	12370
6021	12674
6021	13329
6021	13716
6021	13893
6021	14323
6021	14376
6021	14429
6021	14789
6021	16091
6021	16555
6021	16596
6021	16889
6021	17124
6021	17593
6021	17721
6021	17893
6021	18113
6021	18279
6021	18812
6021	19699
6021	22324
6021	24256
6021	24564
6021	27106
6021	28211
6021	28990
6021	30681
6021	32719
6021	34068
20655	20668
20655	20753
20655	21514
20655	21536
20655	22603
20655	22753
20655	24256
20655	24599
20655	24765
20655	27090
20655	27748
20655	28123
20655	28211
20655	28636
20655	29141
20655	32412
20655	32415
20655	32719
20655	35568
20655	35767
20655	35914
20655	36029
20655	37352
20655	42898
24529	24990
24529	30389
24529	33192
24529	34972
24529	35754
24529	36706
24529	37171
24529	37203
24529	37352
24529	37499
24529	38746
24529	39867
24529	42361
24529	42898
3818	3956
3818	3986
3818	3994
3818	4111
3818	4218
3818	4713
3818	5159
3818	5869
3818	6317
3818	7778
3818	8655
3818	9073
3818	10060
3818	10264
3818	10714
3818	11641
3818	12295
3818	13719
3818	14709
3818	15761
3818	15878
3818	16355
3818	17761
3818	18430
3818	18845
