# Undirected graph (each unordered pair of nodes is saved once): input/2000_edges.txt
# Nodes: 11528 Edges: 286870
# NodeId	NodeId
27477	27514
27477	28515
27477	29752
27477	31252
27477	34920
27477	36833
27477	38192
27477	40135
27477	41284
27477	43084
27477	44386
6040	6266
6040	6284
6040	6444
6040	6507
6040	6513
6040	6723
6040	6847
6040	7544
6040	7651
6040	8300
6040	8501
6040	8796
6040	8988
6040	9195
6040	9576
6040	10086
6040	10284
6040	10835
6040	10926
6040	11956
6040	12673
6040	12945
6040	13625
6040	13831
6040	14737
6040	14844
6040	14897
6040	15299
6040	16146
6040	16584
6040	17077
6040	17119
6040	17763
6040	18058
6040	18839
6040	18898
6040	18911
6040	19931
6040	20690
6040	20857
6040	21500
6040	21529
6040	22565
6040	24193
6040	26236
6040	27011
6040	27404
6040	27477
6040	29752
6040	31252
6040	39245
6040	40135
6040	42444
6040	43634
21627	21642
21627	21889
21627	22349
21627	23916
21627	25298
21627	26386
21627	27114
21627	27460
21627	28215
21627	28710
21627	28844
21627	28938
21627	31309
21627	32012
21627	32228
21627	32353
21627	33803
21627	37705
21627	38364
21627	38914
21627	40992
21627	41008
17378	17643
17378	20632
17378	20778
17378	21843
17378	22272
17378	24679
17378	25315
17378	25817
17378	27120
17378	27839
17378	30469
17378	32078
17378	32863
17378	44452
2300	2315
2300	2461
2300	3405
2300	4837
2300	6010
2300	6046
2300	9464
2300	9690
2300	9982
2300	10948
2300	11228
2300	12572
2300	15212
2300	20387
2300	29021
2300	31720
7633	7801
7633	7976
7633	8117
7633	8330
7633	8373
7633	8496
7633	9310
7633	9494
7633	9841
7633	10030
7633	10145
7633	10286
7633	10905
7633	10954
7633	11198
7633	11689
7633	11768
7633	12801
7633	12815
7633	14936
7633	18287
7633	18755
7633	19070
7633	20321
7633	21854
7633	23182
7633	23325
7633	25611
7633	25619
7633	26330
7633	26813
7633	27016
7633	27572
7633	29883
7633	31042
7633	37458
7633	41673
7633	41801
5815	5846
5815	7084
5815	7217
5815	7625
5815	7854
5815	8288
5815	8473
5815	9045
5815	9230
5815	10148
5815	10732
5815	10922
5815	12602
5815	13922
5815	14161
5815	14726
5815	16555
5815	17701
5815	17749
5815	19565
5815	21781
5815	24751
5815	29892
5815	36268
5815	40774
24381	24460
24381	24518
24381	41720
24381	44008
14256	23857
14256	34081
14256	34256
14256	37081
14256	39630
31104	33505
31104	34032
31104	35811
31104	38253
17469	18449
17469	18516
17469	19155
17469	21910
17469	22516
17469	23818
17469	24865
17469	26896
17469	33919
17469	34176
17469	39280
17469	40546
17469	44401
10832	11054
10832	11234
10832	11555
10832	11654
10832	12101
10832	12558
10832	12851
10832	13059
10832	13072
10832	13230
10832	13627
10832	14479
10832	15078
10832	15113
10832	15220
10832	15822
10832	16894
10832	17471
10832	18120
10832	18620
10832	19064
10832	19629
10832	20499
10832	20783
10832	20954
10832	21389
10832	22341
10832	24638
10832	25179
10832	29205
10832	32161
10832	32566
10832	34019
10832	39060
1970	2694
1970	2864
1970	4917
1970	5199
1970	5346
1970	6479
1970	8125
1970	8844
1970	9223
1970	9531
1970	10968
1970	12344
1970	13627
1970	17106
1970	17272
1970	17599
1970	17748
1970	18120
1970	20387
1970	21328
1970	21872
1970	24708
1970	25226
1970	28723
1970	29788
1970	30698
1970	31905
1970	32943
1970	33511
1970	41576
33061	33701
33061	35807
33061	37163
33061	37262
33061	38202
33061	39416
33061	41434
33061	43046
2063	2237
2063	2275
2063	2738
2063	2791
2063	2960
2063	4891
2063	5783
2063	6007
2063	6142
2063	6656
2063	8749
2063	9122
2063	10643
2063	10871
2063	10948
2063	11226
2063	11285
2063	11558
2063	11992
2063	12556
2063	12989
2063	14370
2063	14778
2063	15056
2063	15555
2063	15828
2063	16605
2063	16782
2063	18137
2063	18295
2063	18408
2063	18723
2063	19638
2063	21459
2063	22077
2063	24206
2063	24316
2063	24628
2063	25359
2063	29451
2063	30528
2063	32718
2063	42141
24105	24106
24105	25645
24105	25938
24105	26667
24105	31340
24105	32595
24105	39125
24105	41846
8870	9065
8870	9344
8870	9629
8870	9733
8870	10392
8870	10504
8870	10548
8870	10615
8870	11418
8870	11654
8870	11830
8870	11984
8870	12493
8870	12712
8870	13125
8870	15099
8870	15113
8870	15284
8870	16458
8870	16673
8870	17373
8870	17978
8870	18062
8870	18361
8870	20092
8870	21134
8870	22084
8870	23120
8870	23577
8870	24762
8870	30815
8870	31614
8870	33960
8870	37781
5297	5770
5297	6250
5297	6573
5297	8857
5297	9043
5297	9171
5297	12693
5297	15131
5297	15387
5297	18706
5297	18870
5297	20914
5297	23056
5297	27208
5297	27209
5297	28880
4337	4447
4337	4661
4337	4710
4337	5837
4337	8351
4337	8976
4337	9023
4337	9430
4337	11055
4337	12410
4337	12726
4337	13159
4337	15025
4337	15559
4337	16291
4337	19612
4337	19916
4337	20707
4337	23611
4337	24892
4337	28393
4337	28517
4337	29516
4337	33712
4337	39406
28134	28175
28134	32975
28134	34837
28134	35152
28134	35301
28134	36610
28134	40594
15871	16705
15871	17112
15871	19070
15871	19079
15871	20036
15871	21047
15871	21315
15871	21677
15871	22831
15871	23929
15871	24344
15871	25945
15871	26651
15871	29267
6884	7374
6884	7529
6884	8480
6884	8995
6884	9300
6884	10062
6884	10154
6884	10182
6884	10343
6884	10566
6884	11234
6884	11478
6884	12101
6884	12332
6884	12605
6884	14877
6884	15123
6884	15413
6884	15932
6884	17508
6884	18620
6884	18690
6884	18863
6884	19629
6884	19736
6884	19945
6884	20783
6884	21230
6884	21404
6884	22751
6884	22865
6884	23053
6884	24638
6884	26149
6884	27823
6884	28134
6884	28898
6884	29205
6884	29441
6884	29662
6884	30364
6884	31635
6884	33314
6884	34019
6884	36469
6884	38185
15023	15509
15023	16702
15023	18288
15023	18746
15023	19051
15023	19949
15023	22459
15023	22933
15023	24362
15023	24504
15023	28435
15023	28688
15023	28977
15023	29558
15023	30931
15023	31516
15023	33245
15023	35528
15023	39698
15023	43029
14376	14429
14376	14732
14376	14949
14376	15915
14376	15970
14376	16091
14376	16300
14376	16355
14376	16570
14376	16603
14376	16786
14376	17124
14376	17473
14376	17593
14376	17820
14376	17893
14376	18279
14376	18506
14376	18787
14376	19195
14376	19449
14376	20539
14376	20655
14376	20668
14376	20753
14376	20968
14376	21151
14376	21536
14376	21666
14376	22603
14376	22753
14376	23956
14376	24239
14376	24765
14376	26071
14376	27781
14376	28636
14376	29085
14376	29491
14376	30389
14376	31698
14376	33192
14376	35568
14376	36029
14376	36868
31219	31252
31219	31822
31219	33971
31219	36833
31219	38192
31219	39245
31219	40357
31219	42521
14606	15321
14606	15330
14606	15715
14606	15773
14606	15828
14606	17440
14606	19707
14606	21073
14606	21526
14606	23056
14606	25927
14606	26199
14606	27208
14606	28816
14606	28880
14606	30739
27873	28089
27873	29576
27873	32659
27873	36469
30904	31715
30904	31764
18647	19637
18647	20787
18647	22148
18647	26107
18647	26516
14430	14772
14430	14773
14430	14834
14430	15197
14430	15346
14430	17811
14430	17931
14430	18242
14430	18628
14430	18661
14430	19347
14430	20272
14430	20854
14430	21083
14430	21802
14430	22345
14430	22553
14430	23322
14430	23828
14430	24812
14430	26592
14430	27439
14430	28159
14430	29982
14430	33473
14430	33914
14430	39788
2387	2735
2387	2738
2387	2857
2387	2935
2387	3050
2387	3243
2387	4122
2387	5117
2387	5750
2387	5967
2387	7303
2387	7810
2387	7892
2387	8325
2387	8508
2387	9153
2387	9706
2387	10737
2387	10824
2387	11252
2387	11439
2387	12360
2387	12944
2387	14128
2387	14311
2387	14897
2387	15085
2387	16988
2387	17417
2387	18221
2387	18898
2387	19533
2387	24054
2387	24586
2387	27404
2387	29760
2387	32503
2387	33676
2387	34474
2387	34851
2387	36586
2387	40019
2387	43634
5749	5920
5749	6086
5749	6116
5749	6265
5749	6562
5749	6952
5749	7411
5749	7528
5749	8480
5749	8724
5749	9174
5749	9223
5749	9300
5749	9869
5749	10181
5749	10479
5749	10832
5749	11333
5749	11575
5749	11654
5749	12101
5749	12120
5749	12194
5749	12332
5749	12558
5749	12654
5749	13072
5749	13622
5749	13627
5749	14691
5749	15113
5749	15220
5749	15413
5749	17244
5749	17508
5749	17770
5749	17915
5749	18024
5749	18120
5749	18620
5749	18863
5749	18978
5749	19064
5749	19500
5749	19629
5749	19655
5749	19985
5749	20783
5749	21389
5749	21730
5749	23041
5749	23201
5749	24638
5749	24711
5749	24850
5749	25104
5749	27823
5749	28898
5749	29046
5749	29205
5749	30364
5749	30889
5749	32566
5749	32649
5749	34019
5749	36469
5749	43723
5749	44613
38417	39263
38417	39625
7177	7865
7177	7931
7177	8121
7177	8172
7177	8380
7177	8597
7177	10427
7177	10819
7177	11577
7177	11739
7177	12044
7177	12352
7177	12354
7177	12367
7177	12523
7177	12754
7177	12993
7177	13127
7177	13407
7177	14041
7177	14582
7177	14868
7177	15496
7177	15662
7177	15986
7177	16325
7177	16682
7177	19140
7177	19741
7177	20062
7177	20847
7177	21475
7177	23068
7177	25218
7177	25435
7177	26495
7177	26569
7177	28010
7177	28271
7177	32054
7177	32471
7177	35556
7177	35715
7177	35876
7177	36610
7177	40508
7177	41260
7177	43591
7177	44076
7177	44310
11682	12263
11682	12887
11682	13024
11682	13346
11682	13551
11682	13585
11682	13854
11682	15988
11682	16217
11682	17727
11682	18374
11682	18708
11682	22284
11682	22624
11682	23666
11682	24790
11682	26729
11682	27172
11682	27612
11682	27977
11682	32230
11682	37854
11682	39002
11682	39473
2808	3730
2808	4237
2808	5099
2808	5369
2808	5752
2808	6128
2808	6218
2808	6295
2808	6600
2808	7191
2808	7290
2808	7378
2808	7814
2808	7962
2808	8428
2808	8835
2808	9815
2808	9871
2808	10199
2808	10286
2808	10415
2808	11782
2808	12704
2808	12998
2808	14021
2808	14111
2808	14117
2808	14349
2808	16280
2808	16319
2808	16328
2808	16930
2808	16965
2808	18638
2808	19371
2808	19606
2808	19893
2808	20241
2808	20328
2808	21165
2808	21377
2808	21677
2808	23380
2808	26100
2808	26651
2808	28629
2808	29978
2808	43891
377	461
377	714
377	728
377	961
377	1706
377	1848
377	2448
377	2650
377	2766
377	3483
377	3871
377	4083
377	4157
377	4341
377	4388
377	4741
377	4820
377	4868
377	5007
377	5249
377	5639
377	5738
377	5875
377	5953
377	5986
377	5987
377	6021
377	6133
377	6206
377	6566
377	7313
377	7373
377	7591
377	8618
377	8975
377	9272
377	9788
377	9803
377	10008
377	10026
377	10207
377	10228
377	12290
377	12303
377	12356
377	13290
377	13329
377	13893
377	13914
377	14680
377	15373
377	16182
377	16209
377	16570
377	16596
377	16833
377	18066
377	18506
377	18649
377	18724
377	19846
377	20761
377	20814
377	21357
377	21514
377	24256
377	25669
377	26028
377	27748
377	27844
377	28384
377	29085
377	29538
377	31298
377	32719
377	35218
377	41853
2517	2597
2517	3243
2517	3636
2517	3978
2517	4336
2517	4661
2517	4872
2517	5504
2517	5706
2517	6691
2517	6730
2517	6818
2517	7568
2517	8200
2517	8260
2517	8351
2517	8494
2517	8862
2517	9055
2517	9568
2517	10510
2517	12754
2517	12831
2517	13277
2517	14075
2517	14779
2517	15085
2517	15090
2517	15321
2517	15346
2517	15379
2517	15860
2517	16291
2517	16321
2517	16547
2517	16607
2517	17186
2517	17772
2517	17886
2517	18046
2517	18285
2517	18676
2517	18783
2517	19250
2517	20208
2517	20636
2517	20867
2517	21618
2517	22449
2517	23375
2517	25023
2517	25860
2517	26670
2517	26801
2517	27135
2517	27785
2517	28147
2517	28219
2517	28517
2517	33272
2517	33305
2517	33712
2517	34323
2517	34492
2517	34567
2517	34877
2517	37396
2517	40913
2517	41726
37984	40486
37984	40706
37984	43135
5682	6726
5682	7095
5682	7461
5682	8091
5682	8257
5682	8408
5682	8485
5682	8679
5682	8986
5682	9284
5682	9328
5682	10835
5682	11517
5682	12309
5682	12385
5682	12535
5682	13278
5682	13540
