# Undirected graph (each unordered pair of nodes is saved once): input/1935_edges.txt
# Nodes: 55 Edges: 477
# NodeId	NodeId
4376	5261
4376	6124
4376	6289
4376	8317
4376	8824
4376	9218
4376	10047
4376	11613
4376	12573
4376	12687
4376	14001
4376	15209
4376	16166
4376	16598
4376	21617
4376	25517
4376	25852
4376	33222
2222	2303
2222	28336
25852	33222
10515	10946
10515	11372
10515	12689
10515	13825
10515	21950
10515	25744
10515	28336
15209	15462
15209	16166
15209	16598
15209	21617
15209	21920
15209	21950
15209	25517
15209	25852
15209	33222
3817	3843
3817	4376
3817	5261
3817	6124
3817	6289
3817	8824
3817	9218
3817	10047
3817	11613
3817	12573
3817	12687
3817	12689
3817	14001
3817	15209
3817	15462
3817	16166
3817	16598
3817	21920
3817	25517
3817	25852
3817	33222
5261	6124
5261	6289
5261	9218
5261	11613
5261	12573
5261	12687
5261	12689
5261	14001
5261	15209
5261	16598
5261	21617
5261	21920
5261	25517
5261	25852
5261	33222
3283	3843
3283	4730
3283	5988
3283	6124
3283	6289
3283	9218
3283	10515
3283	12689
3283	16598
3283	21617
3283	25517
6124	6289
6124	8824
6124	9218
6124	10047
6124	11613
6124	12573
6124	12687
6124	12689
6124	14001
6124	15209
6124	15462
6124	16166
6124	16598
6124	21920
6124	25517
6124	25852
6124	33222
3843	4376
3843	5261
3843	6124
3843	6289
3843	8317
3843	9218
3843	10047
3843	12573
3843	12687
3843	14001
3843	15184
3843	15209
3843	15462
3843	16166
3843	16598
3843	21617
3843	21920
3843	21950
3843	25517
3843	25852
3843	33222
8215	8317
8215	9218
8215	10515
8215	12689
8215	18693
8215	21950
15462	16166
15462	16598
15462	21617
15462	21920
15462	21950
15462	25517
15462	25852
15462	33222
10095	13825
10095	25852
16166	16598
16166	21617
16166	21950
16166	25517
16166	25852
10946	13825
10946	25744
10946	28336
2375	3817
2375	3843
2375	4376
2375	5261
2375	6289
2375	8317
2375	11613
2375	12573
2375	12689
2375	14001
2375	15209
2375	16598
2375	21920
2375	21950
2375	25517
2375	25852
2375	33222
21617	21920
21617	21950
21617	25517
21617	25852
21617	33222
1607	5988
1607	8317
1607	12689
1607	15462
1607	21950
9218	10047
9218	10095
9218	11613
9218	12573
9218	12687
9218	12689
9218	14001
9218	15209
9218	15462
9218	16166
9218	16598
9218	21617
9218	21920
9218	21950
9218	25517
9218	25852
9218	33222
12573	12687
12573	12689
12573	14001
12573	15209
12573	15462
12573	16166
12573	16598
12573	21920
12573	21950
12573	25517
12573	25852
12573	33222
25517	25852
25517	33222
60	183
60	8317
60	28336
3761	3817
3761	3843
3761	4376
3761	5261
3761	6124
3761	6289
3761	8317
3761	8824
3761	9218
3761	10047
3761	11613
3761	12573
3761	12687
3761	12689
3761	14001
3761	15209
3761	16166
3761	16598
3761	21920
3761	21950
3761	25517
3761	25852
3761	33222
25744	28336
11372	12108
11372	13825
11372	21950
1162	3761
1162	3817
1162	3843
1162	5261
1162	5988
1162	6124
1162	9218
1162	10047
1162	11613
1162	12573
1162	12687
1162	12689
1162	14001
1162	15209
1162	15462
1162	16166
1162	16598
1162	21920
1162	25517
1162	33222
975	1162
975	2375
975	3761
975	3817
975	3843
975	4376
975	5261
975	6124
975	6289
975	8317
975	9218
975	10047
975	11613
975	12573
975	12687
975	12689
975	14001
975	15209
975	15462
975	16166
975	16598
975	21617
975	21920
975	25517
975	25852
975	33222
12687	12689
12687	14001
12687	15209
12687	15462
12687	16598
12687	21617
12687	21920
12687	21950
12687	25517
12687	33222
4730	5988
4730	8215
4730	8317
4730	9218
4730	10515
4730	12689
4730	16166
