# Undirected graph (each unordered pair of nodes is saved once): input/1931_edges.txt
# Nodes: 50 Edges: 386
# NodeId	NodeId
15462	16166
15462	16598
15462	21617
15462	21920
15462	21950
15462	25852
15462	33222
2222	28336
25852	33222
25852	35200
15209	15462
15209	16166
15209	16598
15209	21617
15209	21920
15209	21950
15209	25852
15209	33222
15209	35200
3817	3843
3817	6124
3817	6289
3817	8824
3817	9218
3817	10047
3817	11613
3817	12573
3817	12687
3817	12689
3817	14001
3817	15209
3817	15462
3817	16166
3817	16598
3817	21920
3817	25852
3817	33222
3817	35200
20472	39158
3283	3843
3283	4730
3283	5988
3283	6124
3283	6289
3283	9218
3283	12689
3283	16598
3283	21617
6124	6289
6124	8824
6124	9218
6124	10047
6124	11613
6124	12573
6124	12687
6124	12689
6124	14001
6124	15209
6124	15462
6124	16166
6124	16598
6124	21920
6124	25852
6124	33222
3843	6124
3843	6289
3843	8317
3843	9218
3843	10047
3843	12573
3843	12687
3843	14001
3843	15184
3843	15209
3843	15462
3843	16166
3843	16598
3843	21617
3843	21920
3843	21950
3843	25852
3843	33222
8215	8317
8215	9218
8215	12689
8215	18693
8215	21950
10095	13825
10095	25852
16166	16598
16166	21617
16166	21950
16166	25852
16166	35200
10946	13825
10946	25744
10946	28336
21617	21920
21617	21950
21617	25852
21617	33222
21617	35200
1607	5988
1607	8317
1607	12689
1607	15462
1607	21950
9218	10047
9218	10095
9218	11613
9218	12573
9218	12687
9218	12689
9218	14001
9218	15209
9218	15462
9218	16166
9218	16598
9218	21617
9218	21920
9218	21950
9218	25852
9218	33222
12573	12687
12573	12689
12573	14001
12573	15209
12573	15462
12573	16166
12573	16598
12573	21920
12573	21950
12573	25852
12573	33222
12573	35200
60	183
60	8317
60	28336
3761	3817
3761	3843
3761	6124
3761	6289
3761	8317
3761	8824
3761	9218
3761	10047
3761	11613
3761	12573
3761	12687
3761	12689
3761	14001
3761	15209
3761	16166
3761	16598
3761	21920
3761	21950
3761	25852
3761	33222
25744	28336
11372	12108
11372	13825
11372	21950
1162	3761
1162	3817
1162	3843
1162	5988
1162	6124
1162	9218
1162	10047
1162	11613
1162	12573
1162	12687
1162	12689
1162	14001
1162	15209
1162	15462
1162	16166
1162	16598
1162	21920
1162	33222
975	1162
975	3761
975	3817
975	3843
975	6124
975	6289
975	8317
975	9218
975	10047
975	11613
975	12573
975	12687
975	12689
975	14001
975	15209
975	15462
975	16166
975	16598
975	21617
975	21920
975	25852
975	33222
975	35200
12687	12689
12687	14001
12687	15209
12687	15462
12687	16598
12687	21617
12687	21920
12687	21950
12687	33222
4730	5988
4730	8215
4730	8317
4730	9218
4730	12689
4730	16166
4730	16598
4730	18693
4730	21617
4730	21950
4730	25852
4730	33222
10047	11613
10047	12573
10047	12687
10047	12689
10047	12775
10047	15209
10047	15462
10047	16166
10047	16598
10047	20472
10047	21617
10047	21920
10047	21950
10047	25852
10047	33222
10047	35200
10047	39158
12689	14001
12689	15209
12689	15462
12689	16166
12689	16598
12689	18693
12689	21617
12689	21920
12689	21950
12689	25852
183	2222
183	8317
183	10047
183	16166
183	21617
183	25852
6289	9218
6289	11613
6289	12573
6289	12687
6289	12689
6289	14001
6289	15209
6289	15462
6289	16166
6289	16598
6289	21617
6289	21920
6289	33222
13825	15184
13825	25744
13825	28336
21950	25744
21950	25852
1411	3843
1411	8260
1411	10946
1411	11372
1411	13825
1411	25744
9645	10946
9645	11372
9645	12108
9645	15184
18693	21920
18693	21950
18693	35200
16598	21617
16598	21920
16598	21950
16598	25852
16598	33222
12775	20472
12775	39158
8317	9218
8317	11372
8317	11613
8317	12687
8317	12689
8317	14001
8317	15209
8317	16166
8317	16598
8317	21617
8317	21950
8317	33222
12108	20472
11613	12573
11613	12687
11613	14001
11613	15209
11613	15462
11613	16166
11613	21617
11613	21920
11613	25852
11613	33222
11613	35200
15184	25744
8824	10047
8824	10095
8824	11613
8824	12573
8824	12689
8824	12775
8824	14001
8824	15209
8824	15462
8824	16166
8824	16598
8824	18693
8824	20472
8824	21920
8824	25852
8824	33222
8824	35200
8824	39158
8260	11372
8260	13825
14001	15209
14001	15462
14001	16166
14001	16598
14001	21920
14001	25852
14001	33222
5988	6124
5988	8215
5988	8317
5988	9218
5988	10946
5988	12108
5988	12687
5988	12689
5988	15209
5988	15462
5988	16598
5988	21920
5988	21950
5988	25744
21920	21950
21920	25852
21920	33222
777	975
777	3761
777	3817
777	6124
777	6289
777	8317
777	8824
777	9218
777	10047
777	11613
777	12573
777	12687
777	14001
777	15209
777	15462
777	16166
777	20472
777	21617
777	21920
777	25852
777	33222
777	35200
